"STN
Code",Name of Monitoring Location,State Name,"Temperature
⁰C",pH,Conductivity (μmhos/cm),BOD (mg/L),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L),Arsenic (mg/L)
3093,"BORE WELL AT ALLADAPALEM VILLAGE, PYDIBHIMAVARAM",ANDHRA PRADESH,30.0,7.4,1481,2.1,16.75,4,75,980,0.8,0.001
3092,"BORE WELL AT ARINAMA AKKIVALASA, SRIKAKULAM",ANDHRA PRADESH,31.0,8.1,1139,2.4,7.95,4,75,754,1.1,0.001
4360,"BORE WELL AT IDA,
RAMANAYYAPETA, KKAINADA",ANDHRA PRADESH,29.0,7.8,1280,2.0,3.48,7,93,868,0.4,0.009
3091,"BORE WELL AT KAPULUPPADA
DUMPSITE, VISHAKHAPATNAM",ANDHRA PRADESH,26.0,7.1,4260,3.6,41.60,7,93,2832,1.1,0.001
4353,"BORE WELL AT MANGARAJU HOUSE, GAJAPATHINAGARAM
VILLAGE, PAYAKARAOPETA (M)",ANDHRA PRADESH,27.0,8.1,3940,2.7,46.25,4,93,2640,0.5,0.001
3087,"BORE WELL NEAR VILLAGE
SECRETARIAT, PATHAPADU (V)",ANDHRA PRADESH,27.0,7.8,2050,1.8,7.10,3,28,1218,1.0,0.001
4355,"BORE WELL, CHIPPADA VILLAGE, BHEEMUNIPATNAM (M)",ANDHRA PRADESH,27.0,8.0,1482,2.2,3.60,7,120,980,1.4,0.001
4354,"BORE WELL, SRI NOOKATATA
TEMPLE RAJAYYAPETA VILLAGE, NAKKAPALLI (M)",ANDHRA PRADESH,27.0,7.6,11420,2.5,15.40,9,150,7968,0.7,0.001
4394,"BOREWELL AT APLLC OFFICE INDUSTRIAL ESTATE GROWTH CENTRE, THUMAKUNTA,
HINDUPUR (M)",ANDHRA PRADESH,28.0,7.1,3239,1.0,7.90,4,21,1764,1.3,0.001
4395,"BOREWELL AT APLLC OFFICE INDUSTRIAL ESTATE,
ANANTAPURAM (M)",ANDHRA PRADESH,28.0,7.1,3780,1.0,11.40,6,33,2144,1.5,0.001
4377,"BOREWELL AT IMITATION JEWELLARY PARK,
MACHILIPTNAM",ANDHRA PRADESH,27.0,8.1,1920,1.8,2.80,3,21,1170,0.9,0.001
1519,BOREWELL AT NAGIRI,ANDHRA PRADESH,29.0,7.3,2741,1.0,6.80,4,16,1361,0.5,0.001
1518,"BOREWELL AT NANDYAL
(KUNDU)",ANDHRA PRADESH,27.0,7.3,7770,1.0,6.20,2,14,4413,1.1,0.001
4364,"BOREWELL AT RAJIV GRUHA
KA;PA, NEAR AP PAPER MAILLS WORKERS COLONY,",ANDHRA PRADESH,28.0,7.6,1048,1.5,3.22,3,93,680,0.7,0.001
,"MALLAYAPETA, KATHERU,
RAJAMAHENDRAVARAM",,,,,,,,,,,
4350,"BOREWELL AT ZP HIGH SCHOOL, UDDANAM REGION,
AMALAPADU (V) VAJRAPUKOTTURU",ANDHRA PRADESH,24.0,7.1,1140,2.4,8.00,4,93,746,0.8,0.003
4384,"BOREWELL IN FRONT OF M/S BHAGEERADHA CHEMICALS & INDUSTRIES LTD, CHERUVUKOMMUPALEM (V)
ONGOLE (M)",ANDHRA PRADESH,23.0,7.3,10500,2.2,7.41,3,28,6600,1.7,0.001
1513,"BOREWELL KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR
VIJJAYAWADA",ANDHRA PRADESH,25.0,7.8,1970,1.8,0.70,3,39,1160,0.3,0.001
1523,"BOREWELL NEAR M/S ANDHRA
SUGARS LTD. , KOVVUR",ANDHRA PRADESH,26.0,7.6,1447,2.0,1.10,7,93,988,1.1,0.001
4392,"BOREWELL NEAR SRI GOVINDARAJA SWAMY TEMPLE, TIRUPATI TOWN",ANDHRA PRADESH,27.0,7.5,1414,1.0,2.60,3,12,784,1.1,0.001
1520,"BOREWELL NEAR SWARNAMUKHI RIVER AT
SRIKALAHASTI",ANDHRA PRADESH,29.0,7.3,1266,1.0,2.40,2,11,642,0.5,0.002
1517,"BOREWELL NEAR TUNGBHADRA
RIVER KURNOOL",ANDHRA PRADESH,26.0,7.9,5663,1.0,10.10,3,29,3370,1.8,0.001
1516,"BOREWELL OF NAVLOK
GARDENS, NELLORE",ANDHRA PRADESH,21.0,8.1,1100,1.4,1.18,3,21,658,0.5,0.001
1514,"BOREWELL VIJAY KUMAR
AUTONAGAR VIJAYAWADA",ANDHRA PRADESH,25.0,7.9,2080,1.8,0.60,3,23,1220,0.5,0.001
4376,"BOREWELL WATER , APIIC
OFFICE, IDA KONDAPALLI, IBRAHIMPATNAM (M)",ANDHRA PRADESH,26.0,7.6,3860,2.2,3.80,3,21,2348,1.0,0.001
4380,"BOREWELL WATER , SRI VENKATESWARA SWAMY TEMPLE, VENKATAPALEM (V),
TULLUR (M)",ANDHRA PRADESH,22.0,7.5,899,1.8,1.50,3,15,550,0.6,0.001
4382,"BOREWELL WATER POLICE
STATION, AUTONAGAR, PEDAKAKANI, GUNTUR",ANDHRA PRADESH,22.0,8.1,4580,2.2,3.86,3,28,2840,0.8,0.001
4393,"CLOSED MSW DUMPSITE,
UKKAYAPALLI (V), KADAPA (M)",ANDHRA PRADESH,25.0,7.4,3352,1.0,13.10,9,71,1785,1.2,0.004
3090,"HAND PUMP AT PITTAVANIPALEM,
VISHAKHAPATNAM",ANDHRA PRADESH,27.0,7.6,1983,2.2,18.80,4,75,1312,0.5,0.001
3089,"HAND PUMP AT TANAM VILL.,
VISHAKHAPATNAM",ANDHRA PRADESH,28.0,7.9,2180,2.2,13.10,4,93,1524,1.3,0.001
1524,OPEN WELL NEAR PARTAP NAGAR BRIDGE -KAKINADA,ANDHRA PRADESH,30.0,7.7,1295,2.1,4.78,4,75,848,1.0,0.001
1521,"OPEN WELL NEAR RAMA TEMPLE , WARD NO.2 , MINDI ,
VISAKHAPATNAM",ANDHRA PRADESH,27.0,7.5,2580,4.0,12.40,7,120,1812,0.8,0.001
1522,"OPEN WELL PEDDANUVVI -
VIZIANAGARAM",ANDHRA PRADESH,28.0,7.9,1190,2.1,2.87,9,75,792,0.8,0.001
26,"WELL AT GRAM PANCHAYAT
OFFICE, KAANURU, VIJAYWADA",ANDHRA PRADESH,25.0,8.1,2160,2.2,1.89,3,23,1314,0.7,0.001
1537,"GROUND WATER AT (JORHAT, ASSAM)",ASSAM,26.0,7.2,278,2.3,0.80,2,2,224,0.3,0.010
1539,"GROUND WATER AT BARPETA, ASSAM",ASSAM,31.0,7.5,329,2.1,0.80,2,2,180,0.3,0.010
1540,"GROUND WATER AT BONAIGAON, ASSAM",ASSAM,29.0,7.6,390,2.6,1.00,2,2,218,0.3,0.010
1533,"GROUND WATER AT DIGBOI,
TINSUKIA DISTT., ASSAM",ASSAM,26.0,7.1,332,2.5,1.40,2,2,218,0.3,0.010
1534,"GROUND WATER AT KARBI
ANGLONG DISTT., ASSAM",ASSAM,25.0,7.2,308,2.3,0.80,-,-,176,0.3,-
1541,"GROUND WATER AT NOONMATI
GUWAHATI, ASSAM",ASSAM,29.0,7.6,408,2.5,1.00,2,2,224,0.3,0.010
1535,"GROUND WATER AT SIBSAGAR GOVT ME SCHOOL WARD 6, RED
CROSS ROAD , ASSAM",ASSAM,26.0,7.3,288,2.6,0.80,2,2,166,0.3,0.010
1542,"GROUND WATER AT SIJUBARI
MAZAR, NATBOMA HATIGAON",ASSAM,28.0,7.8,354,2.6,1.00,2,2,200,0.4,0.010
1538,"GROUND WATER AT SILCHAR,
ASSAM",ASSAM,23.0,7.4,291,2.2,0.90,2,2,166,0.3,-
4328,"GROUND WATER BESIDE MSW
DUMPING SITE, DHEKIAJULI",ASSAM,26.0,7.7,315,2.0,0.90,-,-,178,0.3,-
4338,"GROUND WATER FORM TENGA PUKHURI KUKURACHOWA
WATER SUPPLY TENGA PUKHURI",ASSAM,28.0,7.8,266,2.2,1.00,2,2,150,0.3,-
4335,"GROUND WATER FROM
AMGURI, AMGURI TOWN",ASSAM,25.0,8.0,259,2.3,1.10,2,2,148,0.3,0.010
2254,"GROUND WATER FROM
BARPETA ROAD(RLY STATION), ASSAM",ASSAM,32.0,7.6,322,2.2,0.90,2,2,180,0.3,0.010
3816,"GROUND WATER FROM
BASISTHA, GUWAHATI",ASSAM,28.0,7.7,351,2.1,1.00,2,2,198,0.3,-
3761,"GROUND WATER FROM
BISWANATH CHARIALI TOWN",ASSAM,30.0,7.8,262,2.3,0.80,2,2,148,0.3,0.010
3813,"GROUND WATER FROM BONDA,
GUWAHATI",ASSAM,29.0,8.0,370,2.3,0.80,2,2,204,0.3,0.010
4333,"GROUND WATER FROM DEMOW
WATER SUPPLY DEMOW TOWN",ASSAM,26.0,7.4,280,2.0,0.90,2,2,158,0.3,0.010
2257,"GROUND WATER FROM DHUBRI
DISTRICT (COLLEGE NAGAR ), ASSAM",ASSAM,37.0,7.4,356,2.6,1.00,2,2,196,0.3,0.010
2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE), ASSAM",ASSAM,26.0,7.0,312,2.2,0.90,-,-,180,0.3,-
3779,"GROUND WATER FROM
GARMUR, MAJULI",ASSAM,25.0,7.7,390,2.4,0.90,2,2,218,0.3,0.001
4008,GROUND WATER FROM GELEKY,ASSAM,25.0,7.2,287,2.2,0.90,2,2,160,0.3,-
2258,"GROUND WATER FROM
GOALPARA DIST. (GOALPARA COLLEGE ), ASSAM",ASSAM,30.0,7.5,362,2.3,1.00,2,2,200,0.3,0.010
2263,"GROUND WATER FROM
HIALAKANDI (NEAR ASTC BUS STAND ), ASSAM",ASSAM,25.0,7.4,268,2.5,1.00,2,2,152,0.3,0.010
2251,"GROUND WATER FROM
JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,29.0,7.3,323,2.2,0.80,2,2,180,0.4,0.010
3817,"GROUND WATER FROM
KAHILIPARA, GUWAHATI",ASSAM,24.0,7.2,318,2.2,0.70,2,2,182,0.3,0.001
2262,"GROUND WATER FROM
KARIMGANJ (COLLEGE), ASSAM",ASSAM,24.0,7.3,298,2.3,0.90,2,2,168,0.3,0.010
3815,"GROUND WATER FROM
KHANAPARA, GUWAHATI",ASSAM,28.0,7.3,340,2.2,0.90,2,2,192,0.3,-
2256,"GROUND WATER FROM
KOKRAJHAR DISTRICT (HS SCHOOL ), ASSAM",ASSAM,32.0,7.8,362,2.2,0.90,2,2,202,0.3,0.010
2248,"GROUND WATER FROM
LAKHIMPUR TOWN, ASSAM",ASSAM,32.0,8.0,258,2.4,0.70,2,2,146,0.5,0.010
4007,"GROUND WATER FROM
LAKWAH",ASSAM,25.0,7.5,242,2.0,0.90,2,2,140,0.3,-
2243,"GROUND WATER FROM LEDO,
MARGHERITA, ASSAM",ASSAM,24.0,7.2,329,2.4,0.90,2,2,180,0.3,0.010
3818,"GROUND WATER FROM
MALIGAON, GUWAHATI",ASSAM,26.0,7.6,223,2.2,0.90,2,2,126,0.3,-
3766,"GROUND WATER FROM
MANGALDOI TOWN",ASSAM,26.0,7.5,307,2.0,0.70,-,-,172,0.3,-
3802,"GROUND WATER FROM MEHEPUR NEAR A CLUSTER OF NURSING HOME & DIAGNOSTIC
CENTRE, MEHERPUR, CACHAR",ASSAM,25.0,7.3,326,2.4,0.90,2,2,180,0.3,0.010
3801,"GROUND WATER FROM MEHEPUR TRENCHING GROUND,
MEHERPUR, CACHAR",ASSAM,25.0,7.2,336,2.4,0.80,2,2,184,0.3,0.010
2250,"GROUND WATER FROM
NAGAON (PANIGAON), ASSAM",ASSAM,28.0,7.7,332,2.2,1.00,2,2,190,0.3,0.010
4340,"GROUND WATER FROM
NAGAON COLLEGE, NAGAON",ASSAM,30.0,7.3,380,2.3,0.80,2,2,208,0.3,-
2253,"GROUND WATER FROM NALBARI, ASSAM",ASSAM,20.0,7.9,312,2.5,1.00,2,2,174,0.6,0.010
2244,"GROUND WATER FROM NAZIRA,
ASSAM",ASSAM,27.0,7.0,312,2.6,0.80,2,2,174,0.3,0.010
2245,"GROUND WATER FROM
NUMALIGARH (NEAR NRL TE LABOR COLONY), ASSAM",ASSAM,29.0,7.2,363,2.3,0.80,2,2,206,0.3,0.010
4001,"GROUND WATER FROM
PANJABARI",ASSAM,28.0,7.2,342,2.3,0.80,2,2,186,0.3,-
4327,"GROUND WATER FROM RAILWAY STATION ROAD,
ROWTA",ASSAM,26.0,7.2,328,2.2,0.80,-,-,186,0.3,-
4002,"GROUND WATER FROM
SANTIPUR",ASSAM,25.0,7.4,330,2.2,1.10,2,2,190,0.3,0.001
4303,GROUND WATER FROM SATGAON,ASSAM,29.0,7.6,350,2.0,0.80,2,2,190,0.3,-
2246,"GROUND WATER FROM
SEMENCHAPARI, ASSAM",ASSAM,22.0,7.1,247,2.3,0.80,-,-,144,0.3,-
2247,"GROUND WATER FROM
SILAPATHAR, ASSAM",ASSAM,22.0,7.3,260,2.2,0.70,-,-,150,0.3,-
2249,"GROUND WATER FROM TEZPUR
(MISSION CHARIALI), ASSAM",ASSAM,24.0,7.4,195,2.1,0.90,2,2,114,0.3,0.001
4003,"GROUND WATER FROM TEZPUR
COLLEGIATE HIGH SCHOOL",ASSAM,26.0,7.4,288,2.3,1.00,2,2,164,0.3,0.001
3771,"GROUND WATER FROM TITABAR
URBAN WATER SUPPLY, TITABAR",ASSAM,30.0,7.9,422,2.4,1.00,2,2,236,0.3,0.010
2264,"GROUND WATER IN
PANCHGRAM MARKET NEAR CACHAR PAPER MILL, ASSAM",ASSAM,24.0,7.7,360,2.5,0.90,2,2,198,0.3,0.010
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL AREA AT BADARPUR GHAT,
KARIMGANJ",ASSAM,25.0,7.3,286,2.2,0.70,2,2,160,0.3,0.010
1536,"GROUND WATER NEAR BPMS
H.S. SCHOOL SONARI TOWN DIST CHARAIDEO",ASSAM,36.0,7.6,308,2.3,0.80,2,2,170,0.6,0.010
2255,"GROUND WATER NEAR BPRL,
DHALIGAON, ASSAM",ASSAM,31.0,7.4,342,2.5,1.10,2,2,190,0.3,0.010
3770,"GROUND WATER NEAR  GARMUR RECREATION GROUND,
JORHAT",ASSAM,27.0,6.9,238,2.2,0.80,2,2,136,0.3,0.010
3790,"GROUND WATER NEAR GOGAMUKH PUBLIC WATER SUPPLY SCHEME, GOGAMUKH,
DHEMAJI",ASSAM,22.0,7.2,205,2.1,0.80,-,-,120,0.3,-
2252,"GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-
GUWAHATI, ASSAM",ASSAM,29.0,8.0,392,2.8,1.40,2,2,218,0.6,0.010
3762,"GROUND WATER NEAR
MUNICIPAL WASTE PROCESSING FACILITY, MORABHARLI, TEZPUR",ASSAM,26.0,7.2,303,2.2,0.80,2,2,170,0.3,0.001
4339,"GROUND WATER NEAR NAGAON
TOWN PIPE WATER SUPPLY SCHEME(Z-111), NAGAON",ASSAM,26.0,7.4,265,2.4,0.90,-,-,154,0.3,-
4330,"GROUND WATER NEAR PANGRAM STONE CRASHER
CLUSTER",ASSAM,20.0,7.5,91,2.0,0.60,-,-,62,0.3,-
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT BOSAGAON NEAR BY THE ATHKHALIA, NAMGHAR, PO:
PULIKAITONI",ASSAM,26.0,7.6,371,2.4,0.80,2,2,210,0.3,0.010
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS, RUPJYOTI COLONY (NAGABALI) MUNICIPALITY DUMPING SITE,
GOLAGHAT",ASSAM,28.0,7.0,355,2.4,0.90,2,2,210,0.3,0.010
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME SCHOOL,
GOROUNGA TINIALI, FURKATING",ASSAM,27.0,7.3,394,2.5,1.00,2,2,218,0.3,0.010
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITAL
CAMPUS, MUZAFFARPUR",BIHAR,24.0,7.3,927,-,2.79,-,-,594,0.2,-
1826,"BORE WELL WATER AT BHUT NATH ROAD WATER TANK SEC-3,
KANKARBAGH,PATNA",BIHAR,26.0,7.7,491,-,3.42,1600,1600,298,0.3,-
1825,"BORE WELL WATER AT KATRA
BAZAR WATER TANK, MALSALAMI, PATNA",BIHAR,28.0,7.5,453,-,3.52,-,-,296,0.3,-
1829,"BORE WELL WATER FROM IGIMS
CAMPUS, PATNA",BIHAR,28.0,7.6,509,-,2.83,920,920,336,0.3,-
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD OFFICE, NEAR HIGH COURT,
PATNA",BIHAR,30.0,7.5,528,-,2.77,12,23,334,0.4,-
1831,"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA,
MUZAFFARPUR",BIHAR,24.0,7.5,641,-,2.58,7,16,416,0.2,-
1844,"BORE WELL WATER NEAR
COMMISSIONARY OFFICE, CHAPRA",BIHAR,26.0,7.0,1160,-,0.34,9,16,742,0.3,-
3139,GROUND WATER FROM ARARIA,BIHAR,28.0,7.6,296,-,2.39,-,-,192,0.2,-
3138,GROUND WATER FROM ARRAH,BIHAR,26.0,7.7,765,-,3.40,350,920,482,0.3,-
3143,"GROUND WATER FROM
BAGAHA",BIHAR,25.0,7.6,345,-,0.30,-,-,218,0.2,-
3144,GROUND WATER FROM BARH,BIHAR,22.0,7.5,934,-,3.48,23,33,540,0.3,-
1837,"GROUND WATER FROM
BEGUSARAI",BIHAR,21.0,7.7,828,-,0.30,23,23,544,0.2,-
3140,GROUND WATER FROM BETTIAH,BIHAR,25.0,7.2,968,-,0.39,23,23,636,0.2,-
3142,"GROUND WATER FROM
BIKRAMGANJ",BIHAR,22.0,7.9,383,-,0.30,23,23,250,0.2,-
3141,"GROUND WATER FROM
BODHGAYA",BIHAR,20.0,7.7,785,-,4.82,23,23,524,0.3,-
3145,"GROUND WATER FROM DEHRI
ON SONE",BIHAR,20.0,7.4,238,-,1.12,23,23,156,0.2,-
3146,"GROUND WATER FROM
DUMRAON",BIHAR,27.0,8.0,464,-,0.62,35000,35000,314,0.3,-
3148,GROUND WATER FROM JAMALPUR,BIHAR,20.0,7.0,877,-,0.30,-,-,574,0.2,-
3147,GROUND WATER FROM JAYNAGAR,BIHAR,24.0,7.4,402,-,2.10,23,23,268,0.3,-
3161,"GROUND WATER FROM
KATIHAR",BIHAR,26.0,8.1,1120,-,2.39,33,49,732,0.3,-
3149,GROUND WATER FROM KUDRA,BIHAR,22.0,7.9,571,-,0.36,23,23,378,0.2,-
3150,GROUND WATER FROM MANER,BIHAR,24.0,7.2,775,-,2.24,-,-,502,0.2,-
3151,"GROUND WATER FROM
MOHANIA",BIHAR,23.0,7.8,1040,-,0.98,23,23,732,0.3,-
3152,"GROUND WATER FROM
NARKATIAGANJ",BIHAR,24.0,7.9,232,-,0.30,23,23,154,0.2,-
2593,"GROUND WATER FROM
NAWADA",BIHAR,21.0,7.2,1280,-,2.57,23,23,908,0.2,-
3153,GROUND WATER FROM PIRO,BIHAR,22.0,7.5,1110,-,4.37,23,23,780,0.2,-
3154,"GROUND WATER FROM
RAMKUND GAYA",BIHAR,24.0,7.4,935,-,0.30,23,23,612,0.2,-
3160,GROUND WATER FROM RAXAUL,BIHAR,25.0,7.9,269,-,0.30,23,23,172,0.2,-
2594,"GROUND WATER FROM
SAHARSA",BIHAR,26.0,8.6,958,-,6.12,23,23,628,0.3,-
2595,"GROUND WATER FROM
SAMASTIPUR",BIHAR,22.0,8.3,927,-,2.20,350,540,634,0.3,-
3156,"GROUND WATER FROM
SAMASTIPUR",BIHAR,22.0,7.0,1670,-,2.40,7,9,1098,0.4,-
3159,"GROUND WATER FROM
SHAHPUR",BIHAR,27.0,7.2,858,-,2.68,-,-,566,0.3,-
3158,"GROUND WATER FROM
SHERGHATI",BIHAR,20.0,7.6,299,-,0.30,23,23,194,0.2,-
2596,"GROUND WATER FROM
SITAMARHI",BIHAR,25.0,7.9,321,-,5.59,23,23,214,0.2,-
2597,GROUND WATER FROM SIWAN,BIHAR,24.0,7.3,448,-,0.30,23,23,292,0.2,-
3157,"GROUND WATER FROM
SULTANGANJ",BIHAR,23.0,6.9,1370,-,0.30,16,130,902,0.3,-
3155,GROUND WATER FROM SUPUAL,BIHAR,27.0,8.0,839,-,4.60,-,-,558,0.2,-
1827,"GROUND WATER FROM TAP WATER COMING FROM OVER HEAD TANK PMCH CAMPUS,
PATNA",BIHAR,27.0,7.7,472,-,3.11,23,23,310,0.3,-
1838,"GROUND WATER FROM TAP
WATER NEAR VEER KUWAR SINGH CHOWK, MUNGER",BIHAR,20.0,7.1,1030,-,0.30,12,23,678,0.2,-
2600,"GROUND WATER FROM
VAISHALI",BIHAR,23.0,7.1,1630,-,4.82,23,23,1072,0.2,-
3162,"GROUND WATER FROM
VAISHALI",BIHAR,23.0,7.1,583,-,5.53,23,23,374,0.2,-
1832,"GROUND WATER NEAR TAP
WATER IN CAMPUS OF KALI ASTHAN, BEGUSARAI",BIHAR,26.0,7.6,1130,-,2.25,23,23,738,0.2,-
1833,"GROUND WATER NEAR TAP
WATER IN CAMPUS OF S.P OFFICE, POKHARIA, BEGUSARAI",BIHAR,27.0,7.3,882,-,1.63,-,-,574,0.2,-
2583,"HAND PUMP WATER AT BUS
STAND, GOPALGANJ",BIHAR,28.0,7.1,1620,-,1.62,23,23,1018,0.2,-
2586,"HAND PUMP WATER AT BUS
STAND, KATIHAR",BIHAR,26.0,8.0,609,-,3.46,-,-,392,0.2,-
2590,"HAND PUMP WATER AT
COLLECTRIATE OFFICE, MADHUBANI",BIHAR,21.0,7.2,532,-,1.80,23,23,350,0.3,-
2577,"HAND PUMP WATER AT COURT
CAMPOUND, ARARIA",BIHAR,29.0,7.4,795,-,3.07,5,7,612,0.3,-
2588,"HAND PUMP WATER AT D.M
OFFICE, KISHANGANJ",BIHAR,25.0,7.7,810,-,3.07,23,23,532,0.2,-
2582,"HAND PUMP WATER AT DARBHANGA BUS STAND,
DARBHANGA",BIHAR,20.0,8.1,352,-,0.30,7,7,228,0.2,-
2581,"HAND PUMP WATER AT KILA
GATE NEAR RAMBAGH MITHILA UNIVERSITY, DARBHANGA",BIHAR,25.0,7.9,445,-,1.90,23,49,294,0.3,-
2578,"HAND PUMP WATER AT SARDAR
PATEL BUS STAND, BHOJPUR",BIHAR,26.0,7.3,1300,-,5.60,23,23,874,0.3,-
2584,"HAND PUMP WATER AT
THAWAY MANDIR CAMPUS, GOPALGANJ",BIHAR,27.0,7.2,1170,-,5.30,23,23,758,0.2,-
2580,"HAND PUMP WATER FROM
NAGAR PARISHAD, BHABHUA",BIHAR,22.0,7.1,1330,-,2.85,23,23,898,0.2,-
1839,"HAND PUMP WATER IN CAMPUS
OF KASTURBA WATER WORKS, MUNGER",BIHAR,27.0,7.9,399,-,2.68,79,79,266,0.3,-
1836,"HAND PUMP WATER NEAR BUS
STAND TILKS MANJHI CHOWK, BEGUSARAI",BIHAR,21.0,7.2,257,-,0.30,-,-,172,0.2,-
1835,"HAND PUMP WATER NEAR
COURT LOWER COURT, PURNEA",BIHAR,27.0,7.5,788,-,5.14,27,27,520,0.2,-
2589,"HAND PUMP WATER NEAR D.M
OFFICE, MADHEPURA",BIHAR,27.0,8.6,748,-,3.42,5,7,492,0.2,-
1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL, PURNEA",BIHAR,28.0,7.7,912,-,2.39,23,23,598,0.3,-
2587,"HAND PUMP WATER NEAR
SADAR HOSPITAL, KHAGARIA",BIHAR,28.0,7.9,800,-,3.35,23,23,520,0.2,-
1843,"PHED WATER SUPPLY NEAR BUS
STAND, RAJGIR",BIHAR,25.0,7.3,486,-,1.14,23,23,326,0.2,-
2591,"TAP WATER INSIDE THE CAMPUS OF TOURIST CAFETERIA,
NALANDA",BIHAR,21.0,7.1,1440,-,2.59,-,-,1002,0.2,-
2585,"TAP WATER NEAR PANI TANKI AT JAHANABAD COURT,
JAHANABAD",BIHAR,25.0,7.8,944,-,5.34,23,23,648,0.2,-
1840,"TAP WATER PHED PUMP HOUSE
MAIN ROAD, MOTIHARI",BIHAR,24.0,8.2,312,-,0.30,12,23,202,0.2,-
1842,"TAP WATER SAMPLE AT
RAMKUND, GAYA",BIHAR,21.0,8.7,480,-,5.12,-,-,322,0.2,-
1841,"TAP WELL WATER FROM T. MODAL INTER SCHOOL, G.B
ROAD, GAYA",BIHAR,24.0,7.0,1120,-,0.75,23,23,732,0.2,-
2579,"TUBE WELL WATER AT
COLLECTRIATE CAMPUS, BUXAR",BIHAR,24.0,7.2,907,-,1.84,-,-,598,0.2,-
2592,"HAND WATER AT CIVIL COURT
BIHAR SHARIF, NALANDA",BIHAR,24.0,7.8,2080,-,5.69,5,9,1476,0.2,-
2598,"BOREWELL WATER NEAR DHARMSHALA SASARAM,
ROHTAS",BIHAR,21.0,7.9,241,-,0.30,23,23,160,0.2,-
2599,"GROUND WATER BUS STAND
SASARAM, ROHTAS",BIHAR,20.0,7.9,735,-,0.88,7,9,482,0.2,-
2045,"GROUND WATER FROM DADU
MAJRA, CHANDIGARH",CHANDIGARH,26.4,7.2,804,1.2,8.40,2,41,518,0.7,0.001
2044,"GROUND WATER FROM DHANAS VILLAGE, CHANDIGARH",CHANDIGARH,26.3,7.3,1042,1.2,4.40,2,79,568,0.2,0.001
2043,"GROUND WATER FROM PALSORA VILLAGE,
CHANDIGARH",CHANDIGARH,26.4,7.4,909,1.5,3.80,5,49,570,0.3,0.001
2039,"GROUND WATER FROM SECTOR
15, CHANDIGARH",CHANDIGARH,26.3,7.3,550,1.0,7.20,2,49,380,0.2,0.001
2040,"GROUND WATER FROM SECTOR
22, CHANDIGARH",CHANDIGARH,26.2,7.1,731,1.5,3.80,2,27,494,0.5,0.001
2041,"GROUND WATER FROM SECTOR
34, CHANDIGARH",CHANDIGARH,26.1,7.0,857,1.0,4.20,2,79,442,0.3,0.001
2042,"GROUND WATER FROM SECTOR
47, CHANDIGARH",CHANDIGARH,26.6,7.3,637,1.0,2.90,2,40,404,0.9,0.001
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC, KORBA,
CHHATISGARH.",CHHATTISGARH,26.2,7.3,3102,1.0,1.05,2,2,236,-,-
3173,"BOREWELL/ HANDPUMP IN
PARSABHATA, BALCO, KORBA, CHHATISGARH.",CHHATTISGARH,26.1,7.2,46272,1.0,0.74,2,2,315,-,-
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE, KORBA,
CHHATISGARH.",CHHATTISGARH,26.2,7.2,6061,1.0,0.87,2,2,266,-,-
1623,"GROUND WATER AT BILASPUR
REGION, CHHATISGARH.",CHHATTISGARH,27.4,7.5,378,-,0.30,-,-,310,-,-
1622,"GROUND WATER AT GOVIND NAGAR BILASPUR REGION,
CHHATISGARH.",CHHATTISGARH,27.3,7.4,348,-,0.30,2,2,248,-,-
1620,"GROUND WATER AT JANTA COLONY, STATION ROAD,
RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,28.0,7.5,258,-,-,-,-,198,-,-
1621,"GROUND WATER AT RAIPUR
REGION, CHHATISGARH.",CHHATTISGARH,28.0,7.4,262,-,-,-,-,196,-,-
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA, SHANKAR NAGAR, HEAVY INDUSTRIAL
AREA, BHILAI, CHHATISGARH.",CHHATTISGARH,28.0,7.5,-,8.0,0.60,-,-,160,-,-
2448,"GROUND WATER FROM VILLAGE BHIMPORE, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",29.2,7.2,443,1.0,3.80,23,52,294,0.2,0.010
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN","DAMAN AND DIU,
DADRA AND NAGAR HAVELI",28.3,7.1,835,1.0,3.90,2,10,590,0.4,0.010
